idade,genero,renda,visitas_site,paginas_por_visita,tempo_no_site,compras_anteriores,pontos_fidelidade,conversao
26,Male,138334,19,3.543243882251016,5.104574527320671,7,1541,1
30,Male,137107,7,1.746040189096353,14.19420268248395,6,720,1
48,Female,89815,14,1.7107839481441287,3.230358276790287,8,1892,1
58,Female,47924,12,4.344976788627685,7.413902247564747,9,3162,1
28,Male,102593,35,5.865501246708911,6.567355633398221,8,1270,1
21,Male,137490,13,6.825646201460807,14.060470424514532,1,3798,1
51,Male,27312,46,6.107748669990943,11.459252204528909,0,2552,1
55,Female,50353,46,9.08159752307669,7.218960270726388,8,2315,1
63,Female,133744,23,2.381806842181896,9.302266995489264,8,4032,1
21,Female,120673,36,8.461059093274592,13.659064667533231,2,3428,1
55,Male,106450,23,5.7540454786365896,12.552814120044232,6,844,1
36,Female,36192,46,8.745073239428242,9.424075542094496,7,414,1
23,Male,37450,17,4.839970045778335,13.772118021913183,1,1822,1
51,Female,25432,31,5.336201796438652,6.0141609942414895,2,1183,1
35,Female,77225,34,4.800856220224224,11.131116539881178,6,3495,1
30,Male,116548,19,1.8681929206154744,0.7336691707244403,2,4867,1
58,Female,118991,41,2.3050529214851414,8.95311974632555,8,2406,0
40,Male,98711,31,5.657766831607385,2.48619415258592,6,3820,1
36,Male,85604,36,5.798880713239924,8.102361255009066,8,3384,1
62,Female,30295,36,5.210183502941163,4.0744140491464345,6,1965,1
28,Female,26774,46,1.1156052800800422,6.019904110288172,5,2480,1
18,Female,135107,32,5.550196649351428,11.986386632270586,4,4987,1
41,Female,32190,0,2.203522374903596,1.3497697675313578,1,1968,0
24,Female,51286,47,6.097360936472102,8.292320954979548,7,4349,1
42,Male,96325,27,3.5944610733264573,2.6006670056634547,3,1600,1
38,Male,114450,26,9.923484367155227,8.811995562608267,7,1925,1
32,Female,117480,16,4.233236771622115,9.68710104727118,5,853,1
18,Male,92427,45,8.387262183239368,3.1402460952096547,9,1309,1
29,Female,107513,14,3.2103515759004484,0.5865172603510475,5,839,1
24,Male,84014,13,2.705363723201995,1.7390730312610754,2,491,1
32,Female,115887,30,2.9897909541880794,10.499386740471165,6,3273,1
38,Female,95852,33,3.9980533177321034,6.011432986993209,6,280,1
36,Male,75256,2,8.639802452231134,5.90697745673916,4,3451,1
46,Male,148477,11,7.875641570190969,10.532411446055985,5,1351,1
42,Female,138580,25,4.918850770627191,7.708419773232598,5,1662,1
50,Male,118743,23,2.692802902016693,9.73773553688406,7,2600,1
66,Male,78630,33,1.4383634006352124,13.830268550555967,8,2799,1
49,Female,135896,7,6.566875641789244,7.849529855154138,5,3233,1
66,Male,111190,11,7.360770090773854,9.751509776228309,2,4663,1
52,Female,82771,8,6.455249220605012,9.775843942135175,4,3141,1
61,Female,71715,25,5.511288199523643,8.253128312431713,0,4681,1
55,Male,27466,45,9.755763814482124,10.134284747799406,0,4854,1
43,Female,146503,37,1.2219721957922334,12.59800707788181,9,3594,1
28,Female,37637,48,9.895674233374391,12.213551550746171,9,1260,1
52,Male,146237,42,3.4868310548457324,1.330408630622145,0,1275,1
25,Female,88745,18,4.448302982462561,14.30091613101397,8,4229,1
63,Male,56317,20,7.772805503845387,12.7844112554817,9,641,1
31,Male,69766,12,3.044034068300033,14.573735611847646,1,2558,1
27,Male,23078,34,7.388646562382596,3.3141510827236527,9,3522,1
19,Male,47299,2,3.9929583812834366,8.277920516198682,0,1395,1
63,Male,121794,24,9.465023497239129,6.878456752521952,4,4223,1
26,Female,23543,31,2.545365721413509,5.965883196893095,7,1851,1
20,Female,142790,20,9.38605544812615,6.394480798060777,4,1347,1
38,Female,114627,13,8.119660433004036,13.602499792609862,4,3179,1
43,Female,71052,30,2.532127004824078,10.627465849299131,9,3910,1
25,Female,114483,7,4.488670511253269,5.208873437260273,1,3377,1
65,Female,42064,6,1.938667251298353,5.993735628370574,6,4351,1
19,Female,92287,35,6.397485093498692,7.2935581721608465,0,4366,1
23,Male,100442,34,9.64475033807001,5.820485019321023,1,2553,1
45,Female,140550,18,1.713078166311723,3.5460615486151337,4,3052,1
46,Male,103632,1,3.3230211718397262,6.81253177261918,6,1082,1
43,Male,34425,4,7.79821102383942,1.653131891297562,6,2280,1
42,Female,71481,43,5.124840479653075,12.889095312845605,7,3919,1
29,Male,97347,1,4.050600924719522,12.460613741763376,5,409,1
22,Male,103114,17,6.410715231223708,13.432852585883762,2,2982,1
51,Female,92317,14,3.6457394658146423,6.965702905762433,7,327,1
65,Female,142850,15,3.959715846718233,9.942824202238771,0,1178,1
54,Female,106826,11,8.255003791075705,12.24490623821227,2,3698,1
32,Female,70530,43,4.524254940594952,5.0654274402504775,7,3059,1
61,Male,101099,35,7.305016037043313,9.68407737453587,2,1661,1
53,Male,45888,21,2.356864693348085,6.854367315168486,4,3496,1
32,Female,47491,27,4.589389773444207,5.918804505616945,4,3772,1
60,Male,133101,39,5.96728611263896,12.962365746548471,6,748,1
65,Female,52352,42,3.405674365774896,9.54913154498152,3,4866,1
40,Male,135437,21,4.794413230316401,9.539235011228458,9,250,1
23,Female,41676,3,7.838413883800545,2.774524842169856,1,4240,1
63,Female,85836,11,2.453542445650938,5.53031396461147,1,3720,1
67,Female,57463,20,5.5067608513010615,12.698244742831248,6,4977,1
61,Female,130478,26,3.3560370472554424,3.5956359955665307,2,2566,1
60,Female,68990,22,4.692144330480477,14.571722640107131,9,3359,1
62,Male,106544,41,4.378488352674957,12.56220514686979,1,4700,1
38,Male,83627,26,6.898063609522243,4.380411128573728,4,3025,1
40,Male,40221,40,7.904511206059507,2.069175049434816,1,654,1
60,Female,134965,15,5.497639204214793,2.9585574919159034,4,4327,1
33,Male,114870,31,2.4992689856331243,4.011929391259344,7,2923,1
64,Female,129054,35,8.817622326391868,3.947335396000896,5,4532,1
32,Male,148345,16,2.675818102004425,0.7360500223749298,0,954,0
42,Female,105837,17,6.206055412421804,10.871873476654129,9,4994,1
53,Female,92843,26,5.74571877470253,14.667467950317697,6,3224,1
28,Male,71313,6,3.5799453164085486,4.653296377703491,3,56,1
68,Male,49251,40,9.576520370510364,0.7360425035786324,3,2022,1
32,Male,66586,37,7.089980887715016,13.815496557316647,8,761,1
21,Female,119693,19,5.229829825152795,3.489897542559109,9,4270,1
38,Female,94418,34,4.991377369698248,0.6037347239780031,5,3490,1
30,Male,73884,46,1.8320941572103755,3.749775710468806,9,3973,1
39,Female,72620,32,8.026127950209421,2.008230775415525,6,408,1
36,Male,30040,25,1.7527918566808007,11.027679183467315,1,1974,1
51,Female,91677,23,2.8064870292433053,0.5238028857755037,2,925,0
31,Female,65878,23,2.4804542846732898,6.899596892514047,9,3995,1
21,Female,25969,30,1.613402387082862,7.633305601279379,0,4802,1
65,Male,33162,26,8.466262504934704,11.87093936597025,4,1151,1
69,Female,85435,48,9.156652267658666,8.074283633083256,6,4050,1
63,Female,138504,8,6.629658093786119,2.308694269500595,5,1360,1
44,Male,94667,1,8.899796182713402,6.68396301537676,5,2344,1
46,Male,148658,5,7.07556900204886,14.05156827852792,5,60,1
64,Female,25037,30,7.165050900000306,3.933662479230457,3,2075,1
45,Female,80526,24,9.005241106411871,4.842290762433096,6,2451,1
52,Female,107914,15,1.8273577808061976,13.162252801441449,5,3674,1
25,Female,34693,44,1.4925843853774088,11.896489217299596,4,3734,1
33,Female,146189,5,1.482324180909427,4.784992510019103,6,1078,1
59,Male,112162,22,4.761143775361083,10.77140787007498,6,607,1
53,Male,79090,46,9.51754606060608,1.7341758406435424,1,1935,1
47,Female,22451,4,8.829392010741199,8.373413323725895,4,2570,1
35,Female,85560,16,8.037671544995831,13.129151007779011,6,2968,1
19,Female,25962,8,4.635236953015367,12.716501293380608,7,1132,1
66,Female,120860,25,8.41764216496016,3.44125744813514,8,2083,1
30,Female,116951,12,2.9664111988104707,8.230898963424984,3,237,1
21,Female,109552,6,6.268166263924615,6.277684598990271,4,1708,1
43,Female,36444,47,7.713305456776652,8.632406312183988,7,4915,1
42,Female,60443,39,1.8319696202161315,1.5885563077554443,7,674,0
47,Male,36506,17,8.867221442389308,14.72965683515618,1,24,1
28,Female,58384,36,7.545870805397528,8.670959363610676,0,641,1
24,Male,128598,44,5.7995093139363645,2.2296999585074406,9,1457,1
48,Female,135874,23,1.5616750721433728,9.812892118201908,9,538,1
61,Female,117229,31,7.250668863142289,0.6118456013870861,3,2595,1
27,Female,132314,6,5.025255580590919,0.5937725471701554,1,1897,1
56,Female,139846,19,7.63009490403511,3.0976252448976838,9,793,1
30,Male,44248,44,1.3273334525807663,4.428467950957889,2,1440,0
48,Male,66162,33,6.172835402170673,4.315826505471121,1,899,0
24,Female,62690,18,5.023182319275796,6.9259891480926,3,1729,1
66,Female,147521,45,4.868338011473844,7.941322890898376,7,3229,1
59,Male,89625,13,5.65814871322956,6.621200636341505,8,4808,1
59,Female,132752,31,2.1130195659202564,5.921386267947651,6,183,1
53,Female,88008,8,9.419064965030168,10.21702817803664,1,265,1
37,Female,80309,35,7.34231898646563,4.100886896065308,6,2471,1
21,Male,63237,48,1.763643567681617,9.603194622640745,9,3655,1
24,Female,146967,25,1.715136526807488,14.371679328817656,5,3384,1
18,Female,125754,19,2.8959568190269667,7.340711318307983,3,3777,1
61,Female,55732,28,3.157502514375925,7.912365490580378,0,2908,1
62,Female,28104,15,5.429352638498649,11.060041432686509,9,3476,1
59,Female,103230,30,5.828098706708672,7.857238961787938,9,4039,1
64,Female,110266,23,2.312270174782979,2.5866588354187336,0,2359,1
30,Male,54980,29,9.76178764151858,9.355198479610658,5,3772,1
39,Male,149985,7,8.422920456545071,7.877215231158063,6,1687,1
38,Male,146133,25,6.701389605095214,14.29641000125473,0,479,1
39,Male,94990,14,3.5011495192026025,1.848549903180382,1,2565,1
45,Female,59560,49,9.193059670119275,8.278790945063108,8,4139,1
26,Female,29554,9,3.837194692177688,9.445498516336484,9,2156,1
43,Female,111049,35,3.8731349003196,9.488466558319155,3,4223,1
26,Male,127007,38,4.176334211063642,1.3656604745065488,3,4115,1
32,Female,65987,23,1.4314157799047842,5.253545427061529,9,2948,1
27,Male,50985,48,1.5566861609796914,4.306873292368536,5,680,1
41,Male,110298,7,5.282229302644027,10.359810948710052,4,4041,1
59,Male,68167,0,8.93578067020708,11.163476606687128,8,2653,1
25,Female,136533,9,9.481372878504224,3.53440622474809,2,3021,1
41,Male,60428,46,7.98146353153934,12.478165748695671,7,4700,1
33,Female,87238,22,4.639796133217092,7.532990942796323,0,4292,1
66,Male,135078,37,3.79442393579145,4.312932005122159,6,3075,1
43,Female,82723,9,2.9413411044698488,4.846419061271983,7,2911,0
44,Female,37038,32,5.846050413580371,4.321290334214607,8,154,1
54,Female,42219,30,5.342144644301844,9.264405984936172,9,716,1
21,Female,24271,37,5.202070679230335,8.14245479897765,0,1137,1
67,Female,47397,12,3.846006631458399,14.11158443403333,0,3578,1
41,Female,94491,34,6.237341962030738,4.468490693015072,7,4901,1
36,Female,138088,43,6.471386245461482,5.1280715488908255,1,4303,1
53,Male,49602,46,8.876751348337319,0.5939214232687633,5,3670,1
56,Male,74471,31,7.852629193594868,4.825910985744188,7,1255,1
27,Male,82150,21,3.969002591792002,4.137760456795418,9,4067,1
42,Female,64227,6,4.415832066854782,6.328938228046393,5,3411,1
35,Female,117081,5,3.155499138583658,7.686788294587948,8,2851,1
36,Female,43116,40,2.537669946256776,10.218642339213448,7,3117,1
53,Female,26674,15,1.9800240613761375,3.2823834570175614,6,4355,0
27,Female,37469,11,1.3070840834419588,8.568073270649828,4,4414,1
50,Female,25446,8,4.759135284300548,11.065321545910688,0,2209,0
67,Female,144809,39,9.632096617371138,3.99714060221287,1,2972,1
22,Male,40760,4,5.842104992170031,5.592568165750747,1,214,1
64,Female,21963,2,7.679411937488052,3.4742199566119285,0,2000,1
66,Male,128281,35,4.579500647483489,2.1099649274742154,4,2552,1
52,Female,96002,42,4.459648221845612,11.464958934407898,2,957,1
61,Male,47262,9,2.1268220304761063,3.980922184174777,7,2929,0
51,Female,25177,7,3.698662187075691,5.829745998767979,1,786,1
50,Female,31160,8,9.35804761536502,4.091459300961572,2,1235,1
38,Male,122876,12,5.411813711965829,1.13545768426974,8,3484,1
34,Male,27543,18,2.8390841478036304,11.070359630691554,1,2170,1
39,Female,127211,22,6.973783712886338,9.828284157382136,8,2646,1
65,Female,102162,42,4.649031241796525,7.403828337712601,8,282,1
54,Female,59278,23,8.446005780942153,10.277870715030424,2,17,1
32,Female,49607,2,1.8354478818567528,12.774248499041274,4,4699,1
52,Male,105835,32,5.696267943233791,9.467706124975512,9,2568,1
45,Female,144403,22,8.21090917852321,13.648385765354323,1,4952,1
24,Female,37221,13,8.684047586135126,3.421680314107421,0,1383,1
49,Female,23323,18,4.567112301156714,13.308685488343144,2,272,1
28,Male,72105,32,7.669369205620227,8.352254922679656,7,4735,1
27,Female,127841,22,9.69138848565008,12.703573237934998,1,4932,1
26,Female,96151,26,6.597350733499718,11.285238343017824,4,1782,1
31,Female,144908,11,8.304310034447433,1.335777989589324,3,3617,1
30,Female,86968,45,6.163745926196756,12.648038563154843,8,1319,1
42,Female,43238,46,8.111913523140789,5.390682971451886,9,2773,1
19,Female,125959,6,9.466286748604906,6.635461113384831,4,1181,1
52,Male,83830,35,7.403157315189568,0.660580775609626,0,3611,1
24,Female,93967,45,2.3898579185061672,11.501462149788289,6,1323,1
38,Female,28330,17,1.7372808855180548,7.270881002637133,8,3615,1
35,Male,64153,15,8.308778902182166,14.12446550639706,5,2340,1
20,Male,28611,13,3.325297260753549,4.574470223991844,9,1245,1
59,Female,33872,20,8.877386196651013,7.693040790479635,7,4321,1
56,Male,69455,42,2.7654022667236484,6.461455136553212,8,1597,1
58,Female,54930,26,9.199420314953723,11.985595170357662,6,3819,1
66,Female,92022,24,8.246939082642958,8.266831319286352,4,415,1
28,Male,82714,37,8.931366213354963,7.1682300068855485,2,187,1
56,Male,144906,14,3.0943666499471494,14.228886431661245,3,2136,1
41,Female,122406,9,8.90680283437029,5.980178089056107,3,4139,1
63,Female,108794,29,6.288038330124094,7.605275594097181,6,2166,1
36,Male,68716,43,1.7560741138903315,8.535042153609913,8,2578,1
21,Female,128722,8,9.379364870484167,1.2810403044762484,1,2942,0
43,Female,86704,27,2.7517760029554443,8.134426394799117,9,1912,1
55,Female,20415,48,2.9214890663255164,5.369099820649575,1,3837,1
59,Female,96441,17,7.336278551066813,9.928578751702595,3,1386,1
49,Female,131736,10,6.247578407901395,9.8325589277877,7,3349,1
56,Female,90779,37,9.126922924014574,10.813829360190976,9,4288,1
62,Male,102069,1,3.762587763136624,6.287679005433703,0,585,1
63,Female,112556,21,1.3754929919680432,2.019420446926995,5,4293,1
53,Female,108444,22,9.954994193382456,6.8677213752395865,0,3445,1
57,Male,91435,19,3.814694824550082,8.506704482451608,8,2478,1
54,Female,119142,44,2.4573410984453945,0.8603286425084387,4,2108,1
50,Female,124448,28,9.85943000683966,8.436763496874102,2,2636,1
53,Female,29888,25,6.066043212156437,6.289506745451636,0,2737,1
20,Female,65299,40,2.339722918586625,7.437632418250375,3,4829,1
26,Male,144790,11,8.522393455755786,4.8983755308055565,9,3240,1
25,Female,78765,47,9.508770817811328,7.636023170375743,5,1392,1
50,Female,82714,28,8.931520206154135,13.28668972423897,7,2679,1
23,Male,147854,18,2.787574023178644,11.923811202720438,8,4906,1
58,Female,35935,33,1.47419167836979,9.432640586846963,3,1914,1
56,Female,93002,47,4.341697135096959,9.58536803735868,4,3377,1
21,Male,100631,26,4.19360518470906,13.483160440341994,7,4254,1
30,Female,96729,29,4.6532718740641394,7.45559457066106,2,1914,1
66,Male,21320,36,8.190825875586826,8.320526860862277,3,2538,1
19,Male,66032,30,1.0868189547648448,12.972589176349226,9,4577,1
22,Male,97763,27,7.073321152748563,11.44340025997666,5,2748,1
61,Male,37907,24,9.86638628209533,6.779386780100488,4,1743,1
44,Female,58002,48,4.592378769491364,4.92630359510355,7,1537,1
49,Male,64838,5,5.365516931948503,8.008371010576912,9,345,1
38,Female,58912,6,6.651776107683777,2.248862156191679,1,3835,0
25,Male,20552,5,3.570255439855458,10.366354470555924,8,4205,1
55,Female,40140,34,7.466653650141221,7.234492950049983,0,4325,1
25,Female,105591,24,2.826972775342285,9.127324689223324,1,146,0
67,Female,135169,20,1.583128068876572,12.769883107718693,7,1939,1
20,Male,68737,46,8.211959526526426,5.666647516660644,7,72,1
61,Female,53367,47,2.5886673146989616,7.708935278040513,7,2276,1
20,Male,100634,16,7.583442019039225,8.557513000004956,1,2461,1
39,Female,44061,40,8.841769195099744,4.56253537937986,7,4256,1
23,Female,116590,25,1.4119719673054965,4.485118005111208,4,3225,1
19,Female,100336,40,7.360262377402352,8.130226047546014,3,2621,1
40,Female,62124,16,6.816120250432295,4.228865647864109,1,3375,1
61,Male,65638,6,6.614915180198737,12.987433832095885,8,1144,1
19,Female,130728,24,3.658224286187565,14.925689866359589,2,1635,1
55,Female,111115,33,1.4106665240165055,3.5573566025262124,4,4238,1
34,Female,21982,25,1.886374833855995,8.84124664130923,3,3470,1
52,Female,136322,5,3.456231823317765,2.607981637737644,8,972,0
51,Male,126134,9,4.655696062100488,3.190783960146853,3,1593,1
40,Male,55765,16,9.262870197847407,11.606550260088238,4,2264,1
47,Female,102606,13,7.1566791057925725,3.3953615559904797,7,3549,1
69,Female,116422,2,1.2350642605682474,11.360517060584982,3,4815,1
25,Female,129910,47,9.277427113846471,6.358416432265192,1,2806,1
39,Female,74681,15,7.483149886789676,7.452160638116315,9,191,1
61,Male,83232,4,5.43316118258537,4.261469635740492,1,2982,0
53,Female,82349,47,5.167137951033348,8.46022858855083,9,586,1
22,Female,120063,22,9.3986484517033,5.307546306209487,8,4510,1
30,Female,83474,26,5.950073462040588,3.031209090830009,9,2694,1
46,Female,125327,4,5.524987012168295,2.5165593174447154,5,661,0
48,Male,49513,36,7.971620453302544,14.9950259482988,0,2491,1
64,Male,42592,37,6.338041518699238,5.511678180222211,9,1606,1
33,Female,132196,17,3.239747061434705,12.17140862205446,1,412,1
59,Male,43618,11,9.98991171093894,5.450083989011938,8,3696,1
47,Male,71632,20,3.5270163349842942,9.532909309628051,7,3021,1
33,Female,35409,6,7.1481383698180485,12.696855861889674,8,1654,1
29,Male,29529,16,5.407623265549662,10.592493936668086,5,4498,1
34,Female,142164,41,2.0965050384022845,1.5016049230107724,2,4166,1
33,Female,44154,8,9.630809934329855,3.295251306292585,3,4757,0
29,Female,52882,40,4.0215700648920105,13.166960953336536,6,4506,1
25,Female,64917,23,6.913152959942163,7.332736089190615,7,4043,1
37,Female,102488,10,7.639363616628055,9.17780968086037,9,3064,1
20,Female,35701,24,4.552442473226709,0.8545659875661931,8,1440,1
33,Female,95281,45,3.346638575063054,7.566091407530731,9,1480,1
47,Male,109871,36,1.5301265888783846,6.747418685885333,7,1809,1
62,Female,88225,6,9.564079876896551,10.44984232925293,1,465,0
40,Female,139278,16,6.238730243470091,4.479487428703679,1,433,1
45,Female,72492,40,7.44770456523509,11.286418115503766,4,3016,1
68,Male,22988,18,5.219668986314757,10.227989970796871,1,1258,1
57,Female,55919,20,3.098873133633391,7.890819582215693,0,2154,1
22,Male,130023,44,9.958714332582703,5.946938306593817,9,1734,1
37,Female,68426,8,9.706563886408038,4.8788775271673535,3,992,0
57,Female,72167,44,8.739944942885018,8.258943161958285,0,681,1
61,Male,29013,45,9.24516221338695,8.863946817243866,3,2848,1
18,Female,59113,7,6.175366868943336,6.997914950946022,3,3814,1
47,Male,23574,45,4.310094065911472,5.14832978649467,5,4416,1
38,Female,118016,44,4.088372087840907,13.258555676582166,9,4257,1
37,Male,27838,26,9.4035229127628,4.9980874628336425,4,319,1
23,Female,113899,22,9.629790276831208,10.246405542776849,8,4188,1
39,Male,51368,9,4.9643648102582265,13.619969337199446,9,1401,1
35,Male,52228,1,6.463810612552129,9.87932083483865,7,4066,1
25,Female,136296,43,8.24742713494304,5.805885095072863,5,1581,1
56,Male,69711,47,7.322572600779882,4.809514375236205,5,3218,1
49,Female,66097,6,8.827106645328175,12.874325306882296,5,3290,1
50,Male,75773,1,6.477691720500244,7.604367668200615,3,1831,1
33,Female,48639,15,6.242334292520851,9.10383544338691,4,3194,1
29,Female,34823,5,4.382028805425437,9.146347186199783,3,1065,1
55,Female,43510,15,1.6595025071940903,8.240125102571357,1,511,0
69,Female,149802,24,1.4998792495780369,14.00423172296004,4,4651,1
51,Female,58333,44,2.365758264835851,13.999995550793972,0,1453,0
31,Male,24435,9,1.5199577873003276,1.0861116044719932,8,851,0
53,Male,58418,8,5.816296502254797,7.832157732760992,9,4264,1
50,Female,77955,31,4.63219406105816,8.700731304805728,8,4750,1
40,Female,79507,31,1.2364794388048033,13.92059776271305,8,2448,1
67,Female,71033,1,1.1970407278079906,1.510036077798,1,4403,1
62,Male,106089,20,5.707140344886962,11.94158054159859,2,3969,1
19,Male,138551,47,5.942019004672037,9.815071009409127,7,390,1
58,Male,92972,2,1.3355713537476013,11.121238645903416,1,1938,0
38,Female,122012,33,7.029889605027901,4.729727821467258,5,3253,1
19,Female,67219,28,2.132812644897037,11.325884649116954,8,4683,1
44,Male,54477,41,5.45065588606928,4.59874816017904,6,2429,1
26,Female,109780,19,2.4293172558017866,10.297179807561347,2,4,1
18,Female,62721,22,1.351554464995993,11.911825743959696,7,3737,1
28,Female,87228,36,2.9112868186641405,11.857946486084014,8,201,0
20,Male,35523,7,5.177311953538919,8.393405426970574,4,1268,1
69,Female,52326,43,7.695183512507631,6.496724821121443,7,3339,0
40,Female,132626,35,3.39002046783648,4.031533465467208,7,1606,1
43,Female,62205,13,7.165580911384651,0.98568157805033,0,791,1
21,Female,20125,22,8.76424257601219,1.2089784532220784,1,512,0
35,Male,131248,26,3.4280002560095726,6.568476803583545,6,2417,1
23,Male,86735,14,5.700034310901913,1.8765806789541144,0,139,0
52,Female,124396,34,4.684916349988125,2.123469917734621,3,4675,1
39,Male,36375,21,1.2471978298658333,3.323169291276164,6,54,1
60,Female,22711,46,4.5268596042438745,7.478958028272578,9,2809,1
32,Female,52437,35,4.394803397936324,9.08038408194416,4,4280,1
39,Female,48022,14,6.597070873713099,10.566863764804648,1,4741,1
54,Male,29182,31,8.797882113725255,7.550190113838023,2,2347,1
69,Male,113177,40,7.046817258459645,10.138680910319842,7,4672,1
59,Female,115066,17,4.198449815984058,13.000568503273236,0,1230,1
29,Male,144401,44,5.039834830681033,5.925363840289518,4,4684,1
64,Female,108148,30,8.984429503153924,10.479464577019437,2,4118,1
66,Female,91531,40,6.751019617510596,10.048334170425932,8,4273,1
59,Female,60950,35,4.50857152621921,9.729187051929962,5,2890,1
55,Female,123806,24,6.4014806803323285,8.960691411484072,4,3289,1
35,Male,32920,44,6.798991117343958,11.02928834029551,2,4785,1
62,Male,42144,9,5.3404784867018416,12.368877916774608,3,3323,1
52,Female,140270,39,8.788427254198497,6.1858774426313,7,689,1
47,Female,104418,13,8.314504476658552,9.994066352959358,0,1972,1
41,Female,22565,47,5.719697492272105,4.103408157637041,6,2464,1
59,Female,108909,25,9.62518445988462,11.462090430714332,0,374,1
47,Female,73942,18,9.578939522387016,13.265703105559847,0,4754,1
31,Male,129093,29,9.694568672046003,11.541352738517409,3,51,1
23,Male,90560,38,2.98456083506752,7.620815693138624,1,444,0
20,Female,44691,11,1.930368049485904,2.434844735638312,0,868,0
33,Male,53799,30,6.571862301371673,13.15999472254008,7,3749,1
24,Female,86777,44,7.548115240641691,12.31201352774767,9,1111,1
69,Female,54510,46,3.762973981809844,10.621055251843922,9,4457,1
31,Female,124013,46,5.839106432680045,12.84653068940642,6,1940,1
26,Female,107919,17,6.830758854493361,8.22888857470954,8,3803,1
32,Male,133043,1,5.170273253070926,14.86634434663218,1,4576,0
38,Male,97366,13,5.872072248613706,12.637554532152354,9,2483,1
52,Female,48975,19,1.6767485560825826,2.872145996966533,9,1778,1
19,Female,73242,38,9.94690687699294,6.3312300965321215,5,3863,1
44,Female,66546,19,4.4080824550420274,2.9669578858435277,2,1446,1
19,Female,112087,33,2.847092487822679,3.7517805384744944,4,2258,1
52,Male,126464,33,5.3201374821157055,7.764100812357681,8,156,1
35,Female,43267,36,3.857168949252025,5.740290021007798,2,2953,1
31,Female,97911,2,4.523714617022069,13.6912369391532,8,1440,1
37,Male,107049,34,6.065806998724348,0.5016840268710625,7,1066,1
35,Female,89939,32,3.505905724087837,0.6501524258921467,9,2515,1
27,Female,141265,18,6.998325823301718,13.845319241544626,8,1638,1
42,Female,24897,30,4.885601357623036,3.965764508222525,1,2349,1
19,Male,20163,43,1.7573103296324897,0.5358388771914642,3,1408,1
42,Female,121614,21,8.982278160619416,6.845435483587044,2,4835,1
50,Male,72540,26,5.2964785302190815,3.3369038848193444,5,1187,1
53,Male,102915,37,9.306389410218806,1.2732835320266058,7,4413,1
48,Female,133295,27,4.425779565013588,8.191813245980589,6,3186,1
31,Female,50030,20,5.883808443514887,2.532580935032072,1,276,1
18,Female,75313,19,8.86205624174728,12.634738825418683,4,526,1
63,Male,148070,37,5.159940655829856,4.881355761554221,3,1073,1
33,Male,49870,12,6.698156880198496,3.7140310440886406,0,2245,1
63,Female,136565,28,3.2235266561177616,11.2264748864353,4,3483,1
69,Male,144703,20,3.143117835616159,12.805401041617571,4,3326,1
20,Male,49482,41,5.883836866333421,1.8499584406982197,4,1517,1
52,Male,51058,32,6.518691524839628,2.697792400758367,2,4153,1
58,Female,77255,31,6.901987294857662,7.38097681587238,0,1317,1
23,Male,112407,47,7.91775173232312,9.058201683587386,9,2239,1
42,Female,137952,45,9.303212773849728,1.707329230285856,6,4781,0
30,Male,84930,27,3.1612942849296743,5.937664823184456,8,4651,1
51,Male,70500,49,6.5751750265105695,13.515227016527527,9,4106,1
25,Female,149329,13,4.988145187421891,13.203179708485376,5,1628,1
38,Male,46379,41,1.8030527021017724,5.012759053772353,3,2430,1
51,Female,87787,21,5.082024805944855,3.797735792964272,4,2525,1
21,Male,129396,36,8.116224129526312,8.950113381434221,2,4109,1
42,Female,43674,33,1.7120926204968203,1.893802023378251,3,1237,0
32,Male,144473,16,6.455963131104268,3.883874062853916,9,2112,1
21,Male,142706,32,4.690642804435024,2.917974567255693,2,1234,1
62,Female,26590,32,6.886591851512513,3.51226271916891,9,3055,1
29,Female,51432,37,8.392327328859674,3.614805444411688,6,3213,1
49,Male,60426,25,5.874811505503447,9.598520170583216,3,2430,1
49,Female,69584,38,3.73558870007361,7.577632721671494,9,67,1
45,Female,107663,6,1.8113560336699424,13.003246454865591,5,324,1
30,Female,58015,24,3.5983074862888227,11.166441097850576,7,4025,1
48,Female,93251,47,4.281871996409206,7.733380513240432,7,1053,1
31,Male,89353,29,6.771466170457658,4.957596111567492,5,1893,1
37,Female,115029,40,4.4951673842156445,12.56345411599616,8,2674,1
35,Male,102990,32,4.624317423293596,1.6532815073184506,5,405,1
46,Male,24600,49,3.614423196100281,10.374498559491515,8,3657,1
23,Female,44690,38,4.265946700190073,2.138547560754021,5,3223,1
49,Female,144319,27,3.3942488224396605,8.225548002512799,8,1392,1
46,Female,128286,17,7.607160477882806,13.573408735380838,7,1010,1
60,Female,53762,9,9.846653866825282,3.951976923763198,6,2822,1
19,Female,139006,1,7.611816491570844,1.6386878527382849,7,4064,1
40,Male,57499,42,1.662660390001118,5.422734826289573,3,789,1
36,Female,107988,49,6.694377153869925,7.434731692990584,6,2389,1
48,Male,27670,42,7.326046462832616,11.009726513763432,1,670,0
68,Female,106687,13,8.00420156701813,0.9311309547911566,2,442,1
22,Female,37341,12,7.86417678236137,2.3978016551648595,2,4325,1
36,Male,115140,0,5.575495167105523,6.45564409281136,4,4184,1
51,Female,93823,31,3.3618035280793235,1.8778079768554528,3,4955,1
27,Male,104074,24,2.085321746493345,14.360413191592786,0,2832,1
